"Game Title";"Console";"Year";"Genre";"Game_Company";"Type";"Console_Company";"Console Release Year";"Console Disco Year";"Consoles sold (million)";"North America_Sales";"Europe_Sales";"Japan_Sales";"Global_Sales"
"Shin Megami Tensei: Persona 4";"PS2";2008;"Role-Playing";"Atlus";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"SingStar Vol. 2";"PS3";2008;"Misc";"Sony Computer Entertainment";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Madden NFL 25";"PS4";2013;"Sports";"Electronic Arts";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"Twisted Metal (2012)";"PS3";2012;"Action";"Sony Computer Entertainment";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Dragon Warrior III";"Gameboy";2000;"Role-Playing";"Enix Corporation";"Handheld";"Nintendo";1989;2003;64.42;11.27;8.89;10.22;31.37
"Disney's The Little Mermaid: Ariel's Undersea Adventure";"Nintendo DS";2006;"Action";"Disney Interactive Studios";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Ready 2 Rumble Boxing: Round 2";"PS2";2000;"Fighting";"Midway Games";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Kamaitachi no Yoru";"Super Nintendo";1994;"Adventure";"ChunSoft";"Home";"Nintendo";1990;2003;49.1;12.78;3.75;3.54;20.61
"Patapon";"PSP";2007;"Misc";"Sony Computer Entertainment";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Tales of Destiny II";"PS";2000;"Role-Playing";"Namco Bandai Games";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Super Bomberman 2";"Super Nintendo";1994;"Puzzle";"Hudson Soft";"Home";"Nintendo";1990;2003;49.1;12.78;3.75;3.54;20.61
"NASCAR 2001";"PS";2000;"Racing";"Electronic Arts";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"EA Sports Active NFL Training Camp";"Nintendo Wii";2010;"Sports";"Electronic Arts";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"The Legend of Zelda: Four Swords Adventures";"Nintendo GameCube";2004;"Action";"Nintendo";"Home";"Nintendo";2001;2007;21.74;4.41;1.04;1.39;7.07
"Jikkyou Powerful Pro Yakyuu '99 Kaimakuban";"PS";1999;"Sports";"Konami Digital Entertainment";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Guitar Hero Live";"PS4";2015;"Misc";"Activision";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"Valkyrie Profile";"PS";1999;"Role-Playing";"Enix Corporation";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Final Fantasy Type-0";"PSP";2011;"Role-Playing";"Unknown";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Pro Evolution Soccer 2010";"XBOX 360";2009;"Sports";"Konami Digital Entertainment";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Army Men: Sarge's Heroes";"Nintendo 64";1999;"Action";"3DO";"Home";"Nintendo";1996;2002;32.93;6.91;2.85;1.91;11.89
"Mega Man";"Nintendo NES";1987;"Platform";"Capcom";"Home";"Nintendo";1983;2003;61.91;29.08;3.58;6.81;40.24
"Tom Clancy's Rainbow Six 3";"PS2";2004;"Shooter";"Ubisoft";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Lego Batman 3: Beyond Gotham";"PS3";2014;"Action";"Warner Bros. Interactive Entertainment";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"EarthBound";"Super Nintendo";1994;"Role-Playing";"Nintendo";"Home";"Nintendo";1990;2003;49.1;12.78;3.75;3.54;20.61
"DiRT 2";"XBOX 360";2009;"Racing";"Codemasters";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Professor Layton vs Phoenix Wright: Ace Attorney";"Nintendo 3DS";2012;"Puzzle";"Level 5";"Handheld";"Nintendo";2011;2020;75.94;5.17;4.05;4.34;14.35
"The Next Tetris";"PS";1998;"Puzzle";"Atari";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Dying Light";"XBOX One";2015;"Action";"Warner Bros. Interactive Entertainment";"Home";"Microsoft";2013;2020;58.5;4.52;2.09;0.01;7.3
"NCAA Football 10";"PS3";2009;"Sports";"Electronic Arts";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Ben 10: Alien Force";"Nintendo Wii";2008;"Action";"Koch Media";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"World Soccer Jikkyou Winning Eleven 3: World Cup France '98";"PS";1998;"Sports";"Konami Digital Entertainment";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Final Fantasy XI: Wings of the Goddess";"PS2";2007;"Role-Playing";"Square Enix";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"The Sims 2";"PS2";2005;"Simulation";"Electronic Arts";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Guitar Hero: Metallica";"XBOX 360";2009;"Misc";"Activision";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"NCAA Football 14";"PS3";2013;"Sports";"Electronic Arts";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"MadWorld";"Nintendo Wii";2009;"Action";"Sega";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Fight Night Champion";"XBOX 360";2011;"Fighting";"Electronic Arts";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Who wants to be a millionaire";"PS";2000;"Misc";"Eidos Interactive";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Yakuza";"PS2";2005;"Action";"Sega";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Star Wars Rogue Squadron III: Rebel Strike";"Nintendo GameCube";2003;"Simulation";"LucasArts";"Home";"Nintendo";2001;2007;21.74;4.41;1.04;1.39;7.07
"ABBA: You Can Dance";"Nintendo Wii";2011;"Misc";"Ubisoft";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Moto Racer";"PS";1997;"Racing";"Electronic Arts";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Hitman: Contracts";"PS2";2004;"Shooter";"Eidos Interactive";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"The Sims 2: Pets";"PSP";2006;"Simulation";"Electronic Arts";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Final Fantasy Anthology";"PS";1999;"Role-Playing";"Square EA";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Aliens: Colonial Marines";"XBOX 360";2013;"Shooter";"Sega";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Pro Evolution Soccer 2010";"PSP";2009;"Sports";"Konami Digital Entertainment";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"[Prototype 2]";"XBOX 360";2012;"Action";"Activision";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Sonic & SEGA All-Stars Racing with Banjo-Kazooie";"XBOX 360";2010;"Racing";"Sega";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Goldeneye 007: Reloaded";"PS3";2011;"Shooter";"Activision";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"NBA 2K16";"PS3";2015;"Sports";"Take-Two Interactive";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"All Star Cheer Squad";"Nintendo Wii";2008;"Sports";"THQ";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"The Sims 2: Castaway";"PSP";2007;"Simulation";"Electronic Arts";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Prince of Persia: Warrior Within";"XBOX";2004;"Action";"Ubisoft";"Home";"Microsoft";2001;2009;24.0;6.82;1.53;0.05;8.49
"Dragon's Dogma";"XBOX 360";2012;"Role-Playing";"Capcom";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Darksiders II";"XBOX 360";2012;"Action";"THQ";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Resident Evil: Revelations";"PS3";2013;"Action";"Capcom";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Rayman Raving Rabbids 2";"Nintendo DS";2007;"Misc";"Ubisoft";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Super Robot Taisen α";"PS";2000;"Strategy";"Banpresto";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Need for Speed: Hot Pursuit 2";"Nintendo GameCube";2002;"Racing";"Electronic Arts";"Home";"Nintendo";2001;2007;21.74;4.41;1.04;1.39;7.07
"Star Wars: The Force Unleashed II";"Nintendo Wii";2010;"Action";"LucasArts";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Band Hero";"XBOX 360";2009;"Misc";"Activision";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Mario & Sonic at the Sochi 2014 Olympic Winter Games";"Nintendo WiiU";2013;"Sports";"Nintendo";"Home";"Nintendo";2012;2017;13.56;3.13;2.07;1.27;6.96
"Tales of Destiny 2";"PS2";2002;"Role-Playing";"Namco Bandai Games";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Capcom's Soccer Shootout";"Super Nintendo";1993;"Sports";"Nintendo";"Home";"Nintendo";1990;2003;49.1;12.78;3.75;3.54;20.61
"Sniper: Ghost Warrior";"PS3";2011;"Shooter";"City Interactive";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"The Godfather II";"XBOX 360";2009;"Action";"Electronic Arts";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"pro evolution soccer 2011";"PSP";2010;"Sports";"Konami Digital Entertainment";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Alien";"Atari 2600";1981;"Action";"20th Century Fox Video Games";"Home";"Atari";1977;1992;30.0;7.28;0.45;0.0;7.81
"Dragon Ball Z: Budokai Tenkaichi 2";"PS2";2006;"Fighting";"Atari";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"The Walking Dead: Season One";"PS3";2012;"Adventure";"Avanquest Software";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Rayman Origins";"XBOX 360";2011;"Platform";"Ubisoft";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Guitar Hero: Aerosmith";"PS2";2008;"Misc";"Activision";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Ridge Racer";"PS";1994;"Racing";"Sony Computer Entertainment";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Final Fantasy Tactics A2: Grimoire of the Rift";"Nintendo DS";2007;"Role-Playing";"Square Enix";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Harvest Moon: A Wonderful Life";"Nintendo GameCube";2003;"Role-Playing";"Ubisoft";"Home";"Nintendo";2001;2007;21.74;4.41;1.04;1.39;7.07
"Momotarou Dentetsu 7";"PS";1997;"Simulation";"Hudson Entertainment";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Invizimals";"PSP";2009;"Strategy";"Sony Computer Entertainment";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Motocross Mania";"PS";2001;"Racing";"Take-Two Interactive";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Tiger Woods PGA Tour 10";"PS3";2009;"Sports";"Electronic Arts";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Star Wars The Clone Wars: Jedi Alliance";"Nintendo DS";2008;"Action";"LucasArts";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"WCW Mayhem";"Nintendo 64";1999;"Fighting";"Electronic Arts";"Home";"Nintendo";1996;2002;32.93;6.91;2.85;1.91;11.89
"Mega Man 5";"Nintendo NES";1992;"Platform";"Capcom";"Home";"Nintendo";1983;2003;61.91;29.08;3.58;6.81;40.24
"Star Ocean: The Last Hope";"XBOX 360";2009;"Role-Playing";"Square Enix";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Dance Dance Revolution SuperNOVA 2";"PS2";2007;"Simulation";"Konami Digital Entertainment";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Armored Core 2";"PS2";2000;"Simulation";"Ubisoft";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Dragon Quest Monsters 2";"Nintendo 3DS";2014;"Role-Playing";"Square Enix";"Handheld";"Nintendo";2011;2020;75.94;5.17;4.05;4.34;14.35
"Ghost Squad";"Nintendo Wii";2007;"Shooter";"Sega";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Dead Island: Riptide";"XBOX 360";2013;"Action";"Deep Silver";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Drawn to Life";"Nintendo DS";2007;"Action";"THQ";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Major League Baseball Featuring Ken Griffey Jr";"Nintendo 64";1998;"Sports";"Nintendo";"Home";"Nintendo";1996;2002;32.93;6.91;2.85;1.91;11.89
"FIFA 12";"Nintendo Wii";2011;"Sports";"Electronic Arts";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Too Human";"XBOX 360";2008;"Role-Playing";"Microsoft Game Studios";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Sid Meier's Civilization Revolution";"PS3";2008;"Strategy";"Take-Two Interactive";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"NCAA Football 08";"PS2";2007;"Sports";"Electronic Arts";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"FIFA Soccer 2004";"XBOX";2003;"Sports";"Electronic Arts";"Home";"Microsoft";2001;2009;24.0;6.82;1.53;0.05;8.49
"Personal Trainer: Walking";"Nintendo DS";2008;"Sports";"Nintendo";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Naruto Shippuden: Ultimate Ninja Storm 2";"XBOX 360";2010;"Fighting";"Namco Bandai Games";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"PokePark 2: Wonders Beyond";"Nintendo Wii";2011;"Action";"Nintendo";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Professor Layton and the Azran Legacy";"Nintendo 3DS";2013;"Puzzle";"Nintendo";"Handheld";"Nintendo";2011;2020;75.94;5.17;4.05;4.34;14.35
"Tom Clancy's Splinter Cell: Double Agent";"XBOX 360";2006;"Action";"Ubisoft";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Yars' Revenge";"Atari 2600";1982;"Shooter";"Atari";"Home";"Atari";1977;1992;30.0;7.28;0.45;0.0;7.81
"Lips";"XBOX 360";2008;"Misc";"Microsoft Game Studios";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Metroid Prime Hunters";"Nintendo DS";2006;"Shooter";"Nintendo";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Doom";"PS";1994;"Shooter";"Infogrames";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Buzz! The Hollywood Quiz";"PS2";2007;"Misc";"Sony Computer Entertainment";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Puzzler World";"Nintendo DS";2009;"Puzzle";"Ubisoft";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"My Little Pony: Pinkie Pie's Party";"Nintendo DS";2008;"Adventure";"THQ";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"We Sing";"Nintendo Wii";2009;"Misc";"Nordic Games";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Marvel vs. Capcom: Clash of Super Heroes";"PS";1999;"Fighting";"Capcom";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"God of War Saga";"PS3";2012;"Action";"Sony Computer Entertainment";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Battle Stations";"PS";1997;"Strategy";"Electronic Arts";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Tetris Party Deluxe";"Nintendo DS";2010;"Puzzle";"Nintendo";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Pro Evolution Soccer 2016";"PS4";2015;"Sports";"Konami Digital Entertainment";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"Worms: Open Warfare";"PSP";2006;"Strategy";"THQ";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Star Wars Battlefront: Elite Squadron";"PSP";2009;"Shooter";"LucasArts";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"UFC Personal Trainer: The Ultimate Fitness System";"XBOX 360";2011;"Sports";"THQ";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Resident Evil: Operation Raccoon City";"XBOX 360";2012;"Action";"Capcom";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"NBA 2K7";"PS2";2006;"Sports";"Take-Two Interactive";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Need for Speed: ProStreet";"PSP";2008;"Racing";"Electronic Arts";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Toy Story 3: The Video Game";"XBOX 360";2010;"Action";"Disney Interactive Studios";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Torneko no Daibouken: Fushigi no Dungeon";"Super Nintendo";1993;"Role-Playing";"ChunSoft";"Home";"Nintendo";1990;2003;49.1;12.78;3.75;3.54;20.61
"Jr. Pac-Man";"Atari 2600";1983;"Puzzle";"Atari";"Home";"Atari";1977;1992;30.0;7.28;0.45;0.0;7.81
"James Bond 007: Nightfire";"Nintendo GameCube";2002;"Shooter";"Electronic Arts";"Home";"Nintendo";2001;2007;21.74;4.41;1.04;1.39;7.07
"Banjo-Kazooie: Nuts & Bolts";"XBOX 360";2008;"Platform";"Microsoft Game Studios";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"NBA ShootOut 98";"PS";1998;"Sports";"Sony Computer Entertainment";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Avatar: The Game";"XBOX 360";2009;"Action";"Ubisoft";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Harry Potter and the Half-Blood Prince";"Nintendo Wii";2009;"Action";"Electronic Arts";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"DJ Hero";"Nintendo Wii";2009;"Misc";"Activision";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Perfect Dark Zero";"XBOX 360";2005;"Shooter";"Microsoft Game Studios";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Galaxian";"Atari 2600";1982;"Shooter";"Atari";"Home";"Atari";1977;1992;30.0;7.28;0.45;0.0;7.81
"Andretti Racing";"PS";1996;"Racing";"Electronic Arts";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Caesars Palace 2000: Millennium Gold Edition";"PS";2000;"Misc";"Interplay";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Madden NFL 25";"XBOX One";2013;"Sports";"Electronic Arts";"Home";"Microsoft";2013;2020;58.5;4.52;2.09;0.01;7.3
"Air Raid";"Atari 2600";1981;"Action";"Men-A-Vision";"Home";"Atari";1977;1992;30.0;7.28;0.45;0.0;7.81
"Need For Speed: Undercover";"PSP";2008;"Racing";"Electronic Arts";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Duke Nukem Forever";"PS3";2011;"Shooter";"Take-Two Interactive";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Freedom Wars";"PlayStation Vita";2014;"Role-Playing";"Sony Computer Entertainment";"Handheld";"Sony";2011;2019;15.0;0.28;0.79;0.87;2.25
"Marvel Nemesis: Rise of the Imperfects";"PS2";2005;"Fighting";"Electronic Arts";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Boxing";"Atari 2600";1980;"Fighting";"Activision";"Home";"Atari";1977;1992;30.0;7.28;0.45;0.0;7.81
"Need for Speed: Porsche Unleashed";"PS";1999;"Racing";"Electronic Arts";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Dragon Ball: Raging Blast";"PS3";2009;"Fighting";"Namco Bandai Games";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Crystal Castles";"Atari 2600";1983;"Action";"Atari";"Home";"Atari";1977;1992;30.0;7.28;0.45;0.0;7.81
"Conker's Bad Fur Day";"Nintendo 64";2001;"Platform";"THQ";"Home";"Nintendo";1996;2002;32.93;6.91;2.85;1.91;11.89
"Dragon Warrior I&II";"Gameboy";1999;"Role-Playing";"Enix Corporation";"Handheld";"Nintendo";1989;2003;64.42;11.27;8.89;10.22;31.37
"My Baby Girl";"Nintendo DS";2008;"Simulation";"Nobilis";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"LEGO Batman 2: DC Super Heroes";"Nintendo DS";2012;"Action";"Warner Bros. Interactive Entertainment";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Twisted Metal: Head On";"PSP";2005;"Action";"Sony Computer Entertainment";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Conflict: Desert Storm II - Back to Bagdhad";"PS2";2003;"Shooter";"SCi";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Maximo: Ghosts to Glory";"PS2";2001;"Platform";"Capcom";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Pokemon Dash";"Nintendo DS";2004;"Racing";"Nintendo";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"All-Star Baseball 2003";"PS2";2002;"Sports";"Acclaim Entertainment";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Unlimited Saga";"PS2";2002;"Role-Playing";"Atari";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Cabela's Deer Hunt: 2004 Season";"PS2";2003;"Sports";"Activision Value";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Sonic Unleashed";"PS2";2008;"Platform";"Sega";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Formula 1";"PS";1996;"Racing";"Psygnosis";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Plants vs. Zombies: Garden Warfare";"PS3";2014;"Shooter";"Electronic Arts";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Raving Rabbids: Travel in Time";"Nintendo Wii";2010;"Adventure";"Ubisoft";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"The Sims 3";"Nintendo 3DS";2011;"Simulation";"Electronic Arts";"Handheld";"Nintendo";2011;2020;75.94;5.17;4.05;4.34;14.35
"Driv3r";"XBOX";2004;"Racing";"Atari";"Home";"Microsoft";2001;2009;24.0;6.82;1.53;0.05;8.49
"Mercenaries: Playground of Destruction";"PS2";2005;"Action";"LucasArts";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"MTV Celebrity Deathmatch";"PS2";2003;"Fighting";"Gotham Games";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Street Fighter Alpha: Warriors' Dreams";"PS";1995;"Fighting";"Virgin Interactive";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Mortal Kombat";"PlayStation Vita";2012;"Fighting";"Warner Bros. Interactive Entertainment";"Handheld";"Sony";2011;2019;15.0;0.28;0.79;0.87;2.25
"ISS Pro Evolution";"PS";1998;"Sports";"Konami Digital Entertainment";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Lost Planet 2";"XBOX 360";2010;"Shooter";"Capcom";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"SoulCalibur V";"PS3";2012;"Fighting";"Namco Bandai Games";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Super Monkey Ball: Touch & Roll";"Nintendo DS";2005;"Misc";"Sega";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Pro Evolution Soccer 2015";"PS4";2014;"Sports";"Konami Digital Entertainment";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"Drawn to Life: The Next Chapter";"Nintendo Wii";2009;"Puzzle";"THQ";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"The Lord of the Rings: Conquest";"PS3";2009;"Action";"Electronic Arts";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Final Fantasy II";"Nintendo NES";1988;"Role-Playing";"SquareSoft";"Home";"Nintendo";1983;2003;61.91;29.08;3.58;6.81;40.24
"Tony Hawk's Pro Skater 2";"Nintendo 64";2001;"Sports";"Activision";"Home";"Nintendo";1996;2002;32.93;6.91;2.85;1.91;11.89
"Taiko no Tatsujin: Tatakon de Dodon ga Don";"PS2";2002;"Misc";"Namco Bandai Games";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Syphon Filter: The Omega Strain";"PS2";2004;"Shooter";"Sony Computer Entertainment";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"FIFA Soccer 11";"PS2";2010;"Sports";"Electronic Arts";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Deer Drive";"Nintendo Wii";2009;"Sports";"Big Ben Interactive";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Kane & Lynch: Dead Men";"XBOX 360";2007;"Shooter";"Eidos Interactive";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Mortal Kombat: Deception";"XBOX";2004;"Fighting";"Midway Games";"Home";"Microsoft";2001;2009;24.0;6.82;1.53;0.05;8.49
"Ace Attorney Investigations: Miles Edgeworth";"Nintendo DS";2009;"Adventure";"Capcom";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"FIFA 15";"Nintendo Wii";2014;"Sports";"Electronic Arts";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Marvel vs. Capcom 2: New Age of Heroes";"PS2";2002;"Fighting";"Capcom";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Need for Speed: Shift";"PSP";2009;"Racing";"Electronic Arts";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Kane & Lynch: Dead Men";"PS3";2007;"Shooter";"Eidos Interactive";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Dark Souls II";"XBOX 360";2014;"Role-Playing";"Namco Bandai Games";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"True Crime: New York City";"PS2";2005;"Action";"Activision";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
